article,service_catalog_item_id,name,folder_path,category,source_url,base_price,is_active,is_calculable,description_length,full_description_length,rules_parse_status,rules_parse_status_group,article_group_size,article_group_rank,duplicate_types,problem_reason,duplicate_kind,source_variant_count,full_description_preview
122428,771816c6-cac0-4225-846c-8c68f6c064d9,"Крайкування ручне вирізів, вікон стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur/,516.0,True,True,33,684,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – "
122428,78e51cf4-3826-417c-a095-285c139864fb,"Крайкування ручне вирізів, вікон стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur/,516.0,True,True,33,684,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – "
122429,ec3b4588-4510-4e68-847a-3358a6957b85,"Крайкування ручне вирізів, вікон стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_plit_vg_i_gt/,636.0,True,True,33,674,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122429,09bfb9f4-ea77-4c71-a600-2f83c85067a7,"Крайкування ручне вирізів, вікон стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_plit_vg_i_gt/,636.0,True,True,33,674,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122430,11970c2a-ebf6-45d6-a30a-55f45da32a80,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym/,516.0,True,True,33,674,parsed,parsed,3,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122430,eb264a2a-2c70-43a4-bfe1-f799307b810b,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym/,516.0,True,True,33,674,parsed,parsed,3,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122430,09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym/,516.0,True,True,33,674,parsed,parsed,3,3,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122431,adcc9ecd-1048-4062-b0f5-f0fd38dec049,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym_plit_vg_i_gt/,636.0,True,True,33,674,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122431,01466416-01c9-4931-b039-78b1f2db498d,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym_plit_vg_i_gt/,636.0,True,True,33,674,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм для крайки товщиною ≤ 0,8 мм, 200×50 мм для крайки ≥ 1 мм. Мінімальний радіус для крайки ≤ 0,8 мм – 80 мм. Вну"
122432,54225947-f4ba-400e-ba62-71e30b02e250,"Крайкування кутів, радіусів ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur/,151.98,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
122432,9712cf20-ed9f-4c39-944e-5ebcba63cc4c,"Крайкування кутів, радіусів ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur/,151.98,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
122433,4b72f9a1-2834-4992-b457-ccc55556038c,"Крайкування кутів, радіусів ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122433,f6e0f704-0f01-4dfa-b4c3-d4a7c25702e6,"Крайкування кутів, радіусів ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122434,898d2d09-1504-4d19-91e9-87b6d0d00996,"Крайкування кутів, радіусів ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym/,151.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122434,0250061c-370c-46fb-b79d-871bce035544,"Крайкування кутів, радіусів ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym/,151.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122435,ffd5647a-6170-4da9-b17a-ef18bcf786eb,"Крайкування кутів, радіусів ПУР білим (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122435,a51559ff-2666-497d-a3c9-b12a0df9db55,"Крайкування кутів, радіусів ПУР білим (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122436,b20fa018-97c5-4ac9-85a3-4b84102a12f1,"Крайкування кутів, радіусів пластиком ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur/,573.0,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
122436,72e4d729-eb87-4aac-9581-8ba2b49ab4a4,"Крайкування кутів, радіусів пластиком ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur/,573.0,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
122437,ac305b38-1f7b-40ae-86c0-f0bb97c0ddcd,"Крайкування кутів, радіусів пластиком ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur_belym/,573.0,True,True,33,480,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
122437,b850a854-2280-4684-b219-37690b1c4b3d,"Крайкування кутів, радіусів пластиком ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur_belym/,573.0,True,True,33,480,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис <strong>Опис:</strong><br> Обклеювання торців деталей з кутами, відмінними від 90 градусів, радіусами або Г-подібними зарізами пластиковою крайкою.<br> <strong>Обмеження:</strong><br> Мінімальний радіус: 60 мм для крайки 0,4-0,8 мм, 70 мм для крайки від 1 мм. Для обклеювання без радіуса необхід"
122438,988ab35c-89f8-4f99-be93-c48dad2cafc9,"Крайкування кутів, радіусів стільниць ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur/,286.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122438,099f7ce2-722f-48c2-ab66-83580fb2823b,"Крайкування кутів, радіусів стільниць ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur/,286.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122439,59149bdb-4cce-4115-ab87-c3d174788596,"Крайкування кутів, радіусів стільниць ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur_belym/,286.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122439,5d6cfc1c-2ad1-4190-97fd-e2a8e364dbb3,"Крайкування кутів, радіусів стільниць ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur_belym/,286.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122440,6d17edb9-7034-4b01-9486-784ec20e15b5,"Крайкування кутів, радіусів стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur/,196.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122440,095a90cb-f6e0-4c77-bf4f-29ca7a503e92,"Крайкування кутів, радіусів стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur/,196.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122441,04772c70-e833-4cec-9056-9f4a0d2e5972,"Крайкування кутів, радіусів стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122441,6daaad0b-9d49-493e-9115-cd0349e5646f,"Крайкування кутів, радіусів стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122442,206dee0c-a4a8-45a5-98cd-19893382fcd5,"Крайкування кутів, радіусів стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym/,196.98,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122442,71d7a8af-c7e0-4be2-882f-fde7b39f08a8,"Крайкування кутів, радіусів стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym/,196.98,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122443,bb748e2d-753d-46cd-965c-3891a578a2a6,"Крайкування кутів, радіусів стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,no_full_description,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122443,1d5b378f-101c-4e4d-9a77-2c2e984655cc,"Крайкування кутів, радіусів стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_pur_belym_plit_vg_i_gt/,234.96,True,True,33,0,no_full_description,no_full_description,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,
122444,3a4cb17d-2f74-4174-8752-ed2a1fbf6dba,"Крайкування ручне вирізів, вікон мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur/,345.96,True,True,33,386,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Вирізи у вигляд"
122444,9b2289d1-ca7e-452d-bda0-74b4eb0aae43,"Крайкування ручне вирізів, вікон мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur/,345.96,True,True,33,386,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Вирізи у вигляд"
122445,d0d541e6-0d0e-4edc-b737-aed2eaa131a7,"Крайкування ручне вирізів, вікон мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_plit_vg_i_gt/,405.96,True,True,33,363,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Використовується для плит ВГ і ГТ. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для т"
122445,ca15ab74-87df-4caf-b727-4f38c46b9cf3,"Крайкування ручне вирізів, вікон мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_plit_vg_i_gt/,405.96,True,True,33,363,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Використовується для плит ВГ і ГТ. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для т"
122447,e9dbf639-fc4a-4874-b978-3697ea6ed3f9,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym/,345.96,True,True,33,386,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Вирізи у вигляд"
122447,e6fbc9e0-8cfb-420d-9b95-9b64dbc72ae6,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym/,345.96,True,True,33,386,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для товстої – від 50 мм. Вирізи у вигляд"
122449,74cc870d-a008-44ae-8cf7-5591129b14eb,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym_plit_vg_i_gt/,405.96,True,True,33,363,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Використовується для плит ВГ і ГТ. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для т"
122449,3b5b1645-a70b-4a7e-9261-4b8e0d9d4176,"Крайкування ручне вирізів, вікон мінім. ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_minim_pur_belym_plit_vg_i_gt/,405.96,True,True,33,363,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів деталей з П-подібними зарізами і вирізами (вікнами). Обмеження: Периметр вирізу до 1 м.п. Максимальний розмір прямокутного вирізу – 200×200 мм, круглого – d = 200 мм. Використовується для плит ВГ і ГТ. Для тонкої крайки радіус внутрішніх кутів – від 10 мм, для т"
122450,97186db7-4037-4758-85a5-62c69902cd15,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur/,516.0,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
122450,456dbc23-4ce9-4e3d-86ae-1b51a6be9d05,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur/,516.0,True,True,33,376,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
122452,f644fc4d-8430-4aa3-b8b6-394a0cd4d33d,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_plit_vg_i_gt/,636.0,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
122452,ce899561-6ca1-456d-a855-1003c8bd4ab7,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_plit_vg_i_gt/,636.0,True,True,33,376,parsed,parsed,2,2,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
122453,b023d260-a69c-432f-a945-7dfe5e2fa03b,"Крайкування ручне вирізів, вікон стяжок мінім. ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_minim_pur_belym/,516.0,True,True,33,376,parsed,parsed,2,1,same_article_same_name_same_price,same_article_same_name_same_price,identical,1,"Опис Опис: Обклеювання крайкою зрізів стяжок (з'єднання 2-3 плит) з П-подібними зарізами і вирізами. Обмеження: Периметр вирізу менше 1 м.п. Мінімальний розмір П-подібного вирізу: 200×10 мм (крайка ≤ 0,8 мм) або 200×50 мм (крайка ≥ 1 мм). Мінімальний радіус: 80 мм. Внутрішні сторони вирізів вікон кр"
